source_sheet,source_group,area_code,area_name,device_code,device_name,device_type,point_code,point_name,data_type,unit,address,access_mode,scale_value,sort_order,io_module,io_type,modbus_type,sixnet_address,iconics_path,remark
5-6#主机,ZJ56,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ6,6#主机,水泵,FO_ZJ6_LJYX,6#主机累计运行时间,DECIMAL,%,7051,R,1,206,,FO,4,25,\Address Space\ZJ56\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DI_ZM1_YC,1#闸门远程,BOOLEAN,,1,R,1,207,DI,DI,1,0,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DI_ZM1_GZ,1#闸门故障,BOOLEAN,,2,R,1,208,DI,DI,1,1,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DI_ZM1_SS,1#闸门上升,BOOLEAN,,3,R,1,209,DI,DI,1,2,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DI_ZM1_XJ,1#闸门下降,BOOLEAN,,4,R,1,210,DI,DI,1,3,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DI_ZM1_QK,1#闸门全开,BOOLEAN,,5,R,1,211,DI,DI,1,4,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DI_ZM1_QG,1#闸门全关,BOOLEAN,,6,R,1,212,DI,DI,1,5,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DI_ZM2_YC,2#闸门远程,BOOLEAN,,13,R,1,213,DI,DI,1,12,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DI_ZM2_GZ,2#闸门故障,BOOLEAN,,14,R,1,214,DI,DI,1,13,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DI_ZM2_SS,2#闸门上升,BOOLEAN,,15,R,1,215,DI,DI,1,14,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DI_ZM2_XJ,2#闸门下降,BOOLEAN,,16,R,1,216,DI,DI,1,15,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DI_ZM2_QK,2#闸门全开,BOOLEAN,,17,R,1,217,DI,DI,1,16,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DI_ZM2_QG,2#闸门全关,BOOLEAN,,18,R,1,218,DI,DI,1,17,\Address Space\ZM12\DI,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DO_ZM1_SS,1#闸门上升,BOOLEAN,,1,W,1,219,DO,DO,0,0,\Address Space\ZM12\DO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DO_ZM1_XJ,1#闸门下降,BOOLEAN,,2,W,1,220,DO,DO,0,1,\Address Space\ZM12\DO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,DO_ZM1_TZ,1#闸门停止,BOOLEAN,,3,W,1,221,DO,DO,0,2,\Address Space\ZM12\DO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DO_ZM2_SS,2#闸门上升,BOOLEAN,,5,W,1,222,DO,DO,0,4,\Address Space\ZM12\DO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DO_ZM2_XJ,2#闸门下降,BOOLEAN,,6,W,1,223,DO,DO,0,5,\Address Space\ZM12\DO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,DO_ZM2_TZ,2#闸门停止,BOOLEAN,,7,W,1,224,DO,DO,0,6,\Address Space\ZM12\DO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,PC_ZM1_SS,1#闸门上升指令,BOOLEAN,,201,W,1,225,,DO,0,200,\Address Space\ZM12\PC,上位机写1，PLC自复位
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,PC_ZM1_XJ,1#闸门下降指令,BOOLEAN,,202,W,1,226,,DO,0,201,\Address Space\ZM12\PC,上位机写1，PLC自复位
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,PC_ZM1_TZ,1#闸门停止指令,BOOLEAN,,203,W,1,227,,DO,0,202,\Address Space\ZM12\PC,上位机写1，PLC自复位
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,PC_ZM2_SS,2#闸门上升指令,BOOLEAN,,204,W,1,228,,DO,0,203,\Address Space\ZM12\PC,上位机写1，PLC自复位
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,PC_ZM2_XJ,2#闸门下降指令,BOOLEAN,,205,W,1,229,,DO,0,204,\Address Space\ZM12\PC,上位机写1，PLC自复位
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,PC_ZM2_TZ,2#闸门停止指令,BOOLEAN,,206,W,1,230,,DO,0,205,\Address Space\ZM12\PC,上位机写1，PLC自复位
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,BJ_ZM1_SS,1#闸门上升报警,BOOLEAN,,401,W,1,231,,DO,0,400,\Address Space\ZM12\BJ,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,BJ_ZM1_XJ,1#闸门下降报警,BOOLEAN,,402,W,1,232,,DO,0,401,\Address Space\ZM12\BJ,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM1,1#闸门,闸门,BJ_ZM1_TZ,1#闸门停止报警,BOOLEAN,,403,W,1,233,,DO,0,402,\Address Space\ZM12\BJ,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,BJ_ZM2_SS,2#闸门上升报警,BOOLEAN,,404,W,1,234,,DO,0,403,\Address Space\ZM12\BJ,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,BJ_ZM2_XJ,2#闸门下降报警,BOOLEAN,,405,W,1,235,,DO,0,404,\Address Space\ZM12\BJ,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM2,2#闸门,闸门,BJ_ZM2_TZ,2#闸门停止报警,BOOLEAN,,406,W,1,236,,DO,0,405,\Address Space\ZM12\BJ,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Ia,1#2#闸门控制柜A相电流,DECIMAL,%,7001,R,1,237,,FO,4,0,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Ib,1#2#闸门控制柜B相电流,DECIMAL,%,7003,R,1,238,,FO,4,1,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Ic,1#2#闸门控制柜C相电流,DECIMAL,%,7005,R,1,239,,FO,4,2,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Uab,1#2#闸门控制柜AB相电压,DECIMAL,%,7007,R,1,240,,FO,4,3,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Ubc,1#2#闸门控制柜BC相电压,DECIMAL,%,7009,R,1,241,,FO,4,4,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Uca,1#2#闸门控制柜CA相电压,DECIMAL,%,7011,R,1,242,,FO,4,5,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_P,1#2#闸门控制柜总有功功率,DECIMAL,%,7013,R,1,243,,FO,4,6,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_Q,1#2#闸门控制柜总无功功率,DECIMAL,%,7015,R,1,244,,FO,4,7,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_PF,1#2#闸门控制柜总功率因数,DECIMAL,%,7017,R,1,245,,FO,4,8,\Address Space\ZM12\FO,上位机读
1-2闸门,ZM12,AREA-JDH-ZM,金斗河闸门区,DEV-ZM12-CABINET,1#2#闸门控制柜,PLC,FO_ZM12_F,1#2#闸门控制柜频率,DECIMAL,%,7019,R,1,246,,FO,4,9,\Address Space\ZM12\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DI_ZM5_YC,5#闸门远程,BOOLEAN,,1,R,1,247,DI,DI,1,0,\Address Space\ZM5\DI,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DI_ZM5_GZ,5#闸门故障,BOOLEAN,,2,R,1,248,DI,DI,1,1,\Address Space\ZM5\DI,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DI_ZM5_SS,5#闸门上升,BOOLEAN,,3,R,1,249,DI,DI,1,2,\Address Space\ZM5\DI,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DI_ZM5_XJ,5#闸门下降,BOOLEAN,,4,R,1,250,DI,DI,1,3,\Address Space\ZM5\DI,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DI_ZM5_QK,5#闸门全开,BOOLEAN,,5,R,1,251,DI,DI,1,4,\Address Space\ZM5\DI,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DI_ZM5_QG,5#闸门全关,BOOLEAN,,6,R,1,252,DI,DI,1,5,\Address Space\ZM5\DI,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DO_ZM5_SS,5#闸门上升,BOOLEAN,,1,W,1,253,DO,DO,0,0,\Address Space\ZM5\DO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DO_ZM5_XJ,5#闸门下降,BOOLEAN,,2,W,1,254,DO,DO,0,1,\Address Space\ZM5\DO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,DO_ZM5_TZ,5#闸门停止,BOOLEAN,,3,W,1,255,DO,DO,0,2,\Address Space\ZM5\DO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,AI_ZM5_KD,开度,DECIMAL,%,1,R,1,256,AI,AI,3,0,\Address Space\ZM5\AI,
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,AI_ZM5_ZHZ,左荷重,DECIMAL,,2,R,1,257,AI,AI,3,1,\Address Space\ZM5\AI,
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,AI_ZM5_YHZ,右荷重,DECIMAL,,3,R,1,258,AI,AI,3,2,\Address Space\ZM5\AI,
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,PC_ZM5_SS,5#闸门上升指令,BOOLEAN,,201,W,1,259,,DO,0,200,\Address Space\ZM5\PC,上位机写1，PLC自复位
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,PC_ZM5_XJ,5#闸门下降指令,BOOLEAN,,202,W,1,260,,DO,0,201,\Address Space\ZM5\PC,上位机写1，PLC自复位
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,PC_ZM5_TZ,5#闸门停止指令,BOOLEAN,,203,W,1,261,,DO,0,202,\Address Space\ZM5\PC,上位机写1，PLC自复位
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,PC_ZM5_KZSD,5#闸门开至设定指令,BOOLEAN,,204,W,1,262,,DO,0,203,\Address Space\ZM5\PC,上位机写1，PLC自复位
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,BJ_ZM5_SS,5#闸门上升报警,BOOLEAN,,401,W,1,263,,DO,0,400,\Address Space\ZM5\BJ,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,BJ_ZM5_XJ,5#闸门下降报警,BOOLEAN,,402,W,1,264,,DO,0,401,\Address Space\ZM5\BJ,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,BJ_ZM5_TZ,5#闸门停止报警,BOOLEAN,,403,W,1,265,,DO,0,402,\Address Space\ZM5\BJ,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Ia,5#闸门控制柜A相电流,DECIMAL,%,7001,R,1,266,,FO,4,0,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Ib,5#闸门控制柜B相电流,DECIMAL,%,7003,R,1,267,,FO,4,1,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Ic,5#闸门控制柜C相电流,DECIMAL,%,7005,R,1,268,,FO,4,2,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Uab,5#闸门控制柜AB相电压,DECIMAL,%,7007,R,1,269,,FO,4,3,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Ubc,5#闸门控制柜BC相电压,DECIMAL,%,7009,R,1,270,,FO,4,4,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Uca,5#闸门控制柜CA相电压,DECIMAL,%,7011,R,1,271,,FO,4,5,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_P,5#闸门控制柜总有功功率,DECIMAL,%,7013,R,1,272,,FO,4,6,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_Q,5#闸门控制柜总无功功率,DECIMAL,%,7015,R,1,273,,FO,4,7,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_PF,5#闸门控制柜总功率因数,DECIMAL,%,7017,R,1,274,,FO,4,8,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_F,5#闸门控制柜频率,DECIMAL,%,7019,R,1,275,,FO,4,9,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_KD,5#闸门启闭机开度,DECIMAL,%,7021,R,1,276,,FO,4,10,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_ZHZ,5#闸门启闭机左荷重,DECIMAL,%,7023,R,1,277,,FO,4,11,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_YHZ,5#闸门启闭机右荷重,DECIMAL,%,7025,R,1,278,,FO,4,12,\Address Space\ZM5\FO,上位机读
5闸门,ZM5,AREA-JDH-ZM,金斗河闸门区,DEV-ZM5,5#闸门,闸门,FO_ZM5_KDSD,5#闸门启闭机开度设定值,DECIMAL,%,7027,W,1,279,,FO,4,13,\Address Space\ZM5\FO,上位机写
